"This leaderboard is the average results of 40 runs done between 1,433 competitors. (After many handshake, kingmaker, minion, and random.seed manipulators had been removed.)",,,,,,,,,,,,,,
"More improvements: For these runs, the order in which the 1v1s were conducted was also randomized, just in case there were any lingering effects between game-to-game (there shouldn't be, but I just wanted to be safe)",,,,,,,,,,,,,,
THIS LEADERBOARD IS NOT FINALIZED!,,,,,,,,,,,,,,
ID,Rank,Author,Strategy name,Passed sanity check? (no crash),Trial count,Average of (SCORE*100),95% margin of error of (SCORE*100),Stdev of (SCORE*100),% turns cooperated (equal weight to each game regardless of game length),% coop rate stdev across diff opponents,Days after announcement submitted,Non-empty lines of code,"Runtime against 9 defaults (in ms) (~2,250 runs)",A/B branch
userStrats.s279,#835,Rowan Woodell,evaluateIntent.py,TRUE,40,261.812,±0.127,76.258,75.61,41.516,0.82605,22,1166.678,2
userStrats.s1035,#836,R0bit,moreptft.py,TRUE,40,261.8,±0.098,86.935,71.148,44.138,6.06848,13,89.173,1
userStrats.s1532,#837,William F,less_intense_grimtrigger. Feng.py,TRUE,40,261.78,±0.092,86.96,71.117,44.148,7.13508,12,94.445,1
userStrats.s427,#838,Tecno,Literally_Sherlock_Holmes.py,TRUE,40,261.766,±0.128,82.409,85.25,24.505,1.75422,122,143.455,0
userStrats.s8,#839,Will,copycat.py,TRUE,40,261.752,±0.424,64.761,76.397,34.47,0.01197,10,88.839,1
userStrats.s802,#840,CapDaniels,statistical_tft.py,TRUE,40,261.624,±0.167,84.867,67.434,41.25,4.94284,62,258.282,3
userStrats.s1276,#841,Jdewi,Jdewi.py,TRUE,40,261.594,±0.098,86.143,71.893,44.029,6.81956,50,97.512,1
userStrats.s587,#842,Pyronaut,betterForgivingDetective.py,TRUE,40,261.355,±0.120,72.516,79.394,33.737,2.96122,41,92.107,3
userStrats.s1134,#843,Quaccanthrope,disciplinist.py,TRUE,40,261.324,±0.099,85.634,72.98,43.458,6.42052,48,92.81,3
userStrats.s1051,#844,hewwo_owo1,tft_detect_random.py,TRUE,40,261.322,±0.090,75.618,74,41.397,6.11541,14,107.183,3
userStrats.s37,#845,Bryson,like_insurance.py,TRUE,40,261.193,±0.204,70.176,77.606,35.792,0.07648,36,317.979,2
userStrats.s223,#846,LOLrReD,titForTat3.py,TRUE,40,261.082,±0.092,69.107,82.818,34.708,0.62491,9,113.71,1
userStrats.s1226,#847,Timothyjackman,theLastJudgement.py,TRUE,40,261.063,±0.105,69.153,82.784,34.728,6.72905,19,117.626,1
userStrats.s832,#848,Zaphod,ZaphodStrat.py,TRUE,40,261.014,±0.086,85.257,72.387,43.233,5.09434,40,90.985,3
userStrats.s841,#849,Eris,grimTriggerMutantByEris.py,TRUE,40,261.006,±0.136,85.586,72.109,41.83,5.19628,41,123.515,0
exampleStrats.simpleton,#850,None,simpleton,TRUE,40,261.004,±0.106,82.241,87.41,22.287,0,17,0,-1
userStrats.s1473,#851,B.T.,simpleton.py,TRUE,40,260.953,±0.102,82.291,87.409,22.274,7.01257,18,94.344,3
userStrats.s888,#852,jimbo,winStayLoseShift.py,TRUE,40,260.852,±0.106,82.38,87.406,22.274,5.60179,6,95.948,2
userStrats.s391,#853,leviathan_xxvi,trustingTrader.py,TRUE,40,260.748,±0.100,76.196,75.678,41.448,1.45657,25,101.387,1
userStrats.s62,#854,10Nates / Nateo,10NatesStrat.py,TRUE,40,260.686,±0.117,82.703,72.196,43.214,0.11816,17,198.388,2
userStrats.s450,#855,Jakub,goodDetective.py,TRUE,40,260.655,±0.156,86.767,77.479,38.558,1.87648,65,90.481,2
userStrats.s830,#856,Elias,CandiceWin.py,TRUE,40,260.582,±0.081,69.836,85.458,31.828,5.07227,57,600.821,2
userStrats.s408,#857,JEF,StatisticsProf.py,TRUE,40,260.554,±0.098,69.881,82.849,34.906,1.65308,6,133.327,0
userStrats.s103,#858,Lesar,probability.py,TRUE,40,260.545,±0.091,70.853,80.714,36.913,0.18787,14,157.303,2
userStrats.s1346,#859,SierraThunder,altTFT.py,TRUE,40,260.543,±0.262,69.535,81.268,33.969,6.91677,16,99.493,2
userStrats.s1443,#860,Matin,GeneticML30.py,TRUE,40,260.477,±0.121,86.784,71.916,43.988,6.9998,92,199.703,1
userStrats.s770,#861,Marty,DP_more.py,TRUE,40,260.341,±0.112,89.873,63.88,43.047,4.76922,67,8356.397,2
userStrats.s862,#862,The Big Mayo,randomprooftitfortat.py,TRUE,40,260.272,±0.136,75.855,70.85,38.608,5.35751,23,107.258,0
userStrats.s295,#863,raketenben,goodButNotDumb.py,TRUE,40,260.255,±0.101,73.198,78.039,39.612,0.87177,35,130.593,3
userStrats.s631,#864,Xiom,GetEvenEventually.py,TRUE,40,260.14,±0.229,83.515,71.12,42.482,3.5628,53,94.561,0
userStrats.s1123,#865,Cheesiator,nugget.py,TRUE,40,260.082,±0.120,73.836,77.021,39.712,6.38161,37,99.428,1
userStrats.s1131,#866,Danmaku,DelayedProbabilisticTFT.py,TRUE,40,260.072,±0.191,79.235,87.223,21.846,6.40623,18,96.168,1
userStrats.s1344,#867,Gaspard,statistictft.py,TRUE,40,260.071,±0.108,71.529,80.58,37.166,6.91402,16,216.601,3
userStrats.s51,#868,Heandog,foolmetwice.py,TRUE,40,260.046,±0.087,84.618,72.954,43.058,0.09664,7,90.911,2
userStrats.s920,#869,Chris_P_Lettuce,averagetotal.py,TRUE,40,260.044,±0.117,71.574,80.597,37.152,5.75065,20,94.538,1
userStrats.s198,#870,simplyTonyds,notation.py,TRUE,40,260.04,±0.122,71.562,80.566,37.175,0.57446,16,130.07,0
userStrats.s739,#871,Adrian B.,mean.py,TRUE,40,260.036,±0.110,71.544,80.565,37.173,4.47918,21,167.073,0
userStrats.s1479,#872,CohSahToa,average.py,TRUE,40,259.997,±0.093,71.598,80.552,37.197,7.01485,10,142.308,3
userStrats.s343,#873,computerdores,countin.py,TRUE,40,259.979,±0.100,71.631,80.597,37.161,1.07602,19,98.726,2
userStrats.s170,#874,lausek,lauseksStrategy.py,TRUE,40,259.978,±0.102,71.631,80.576,37.173,0.44532,50,128.212,1
userStrats.s462,#875,Shayshoon,titForAvgTat.py,TRUE,40,259.965,±0.117,71.631,80.56,37.196,1.92543,9,124.741,3
userStrats.s608,#876,Dubu,mineFirstGood.py,TRUE,40,259.925,±0.114,71.652,80.546,37.208,3.21934,14,200.7,1
userStrats.s1167,#877,Szab,sebsstrat.py,TRUE,40,259.884,±0.069,88.278,69.427,44.754,6.52539,10,195.398,3
userStrats.s228,#878,ToasterB,simplepavlovA_jdar.py,TRUE,40,259.862,±0.097,75.501,75.359,40.82,0.65028,54,97.538,3
userStrats.s1004,#879,Gilson,banker.py,TRUE,40,259.858,±0.097,86.042,71.171,44.051,5.96735,15,99.675,0
userStrats.s1085,#880,Jasper,humum.py,TRUE,40,259.846,±0.117,73.032,79.902,37.637,6.22031,25,98.597,0
userStrats.s772,#881,"Owen or ""Ohead"" is fine",threeStrikes.py,TRUE,40,259.828,±0.054,86.572,70.515,44.062,4.78192,20,96.48,2
userStrats.s980,#882,Robert,Backstabbing.py,TRUE,40,259.815,±0.140,81.742,70.64,38.14,5.91639,68,91.14,3
userStrats.s1096,#883,Panadero,baseball.py,TRUE,40,259.804,±0.057,86.507,70.535,44.06,6.2714,16,90.58,3
userStrats.s1124,#884,Andrew,BerlekampMassey.py,TRUE,40,259.799,±0.088,70.054,80.798,31.742,6.38707,33,117.598,0
userStrats.s1047,#885,Peter Ruette,PeterStrat.py,TRUE,40,259.794,±0.065,86.539,70.51,44.067,6.10918,7,112.666,0
userStrats.s1582,#886,caffeine,onethirdunprovoked.py,TRUE,40,259.756,±0.094,85.035,72.352,43.642,7.91928,30,110.904,2
userStrats.s1137,#887,PartyMagier,PartyMagier.py,TRUE,40,259.609,±0.103,90.762,99.501,0.888,6.43086,24,101.832,3
userStrats.s1578,#888,Timkador,Copycat-detector.py,TRUE,40,259.585,±0.084,87.894,69.518,44.553,7.87475,22,229.476,-1
userStrats.s140,#889,Saboo,magic_number.py,TRUE,40,259.583,±0.098,74.159,77.319,40.259,0.29262,11,87.359,3
userStrats.s322,#890,Gerben,henkDeAI.py,TRUE,40,259.583,±0.128,74.196,77.308,40.272,0.95804,18,96.672,3
userStrats.s314,#891,Fasrelo,Fas_bot.py,TRUE,40,259.525,±0.516,75.798,75.355,39.639,0.92701,18,87.894,0
userStrats.s1388,#892,RandomCoughdrop,best_bot_v5.py,TRUE,40,259.373,±0.181,83.516,72.66,39.164,6.95722,49,230.652,3
userStrats.s472,#893,JNCressey,EWMA_TitForTat.py,TRUE,40,259.353,±0.127,72.008,80.851,32.739,1.98403,44,103.248,3
userStrats.s507,#894,Woowoo,susStatistician.py,TRUE,40,259.347,±0.110,84.844,73.164,43.394,2.2969,12,95.183,0
userStrats.s1022,#895,Nick Mezentsev,NickMTrustConcept.py,TRUE,40,259.347,±0.150,84.032,71.082,43.784,6.01655,23,108.836,2
userStrats.s1181,#896,Tomas Pavlik,niceProb.py,TRUE,40,259.339,±0.086,87.11,72.484,43.243,6.59626,127,771.982,2
userStrats.s1029,#897,mark zuckerburg,scuffedDetective.py,TRUE,40,259.335,±0.104,89.608,61.532,39.728,6.05448,123,113.599,3
userStrats.s1200,#898,Sylvian,Unity_is_strength.py,TRUE,40,259.191,±0.217,80.986,83.925,22.891,6.64888,34,103.075,1
userStrats.s474,#899,Emmash,AngryT4T.py,TRUE,40,259.18,±0.108,88.299,70.029,44.695,1.9922,26,93.76,0
userStrats.s442,#900,Ghoulean,submission.py,TRUE,40,259.165,±0.066,78.289,73.649,42.162,1.84157,17,126.346,2
userStrats.s1440,#901,Snokgard,SnoksGrudge.py,TRUE,40,259.099,±0.074,88.045,69.592,44.556,6.99845,13,93.455,1
userStrats.s414,#902,kvartez,friendly_if_not_attacked.py,TRUE,40,258.965,±0.116,73.96,78.264,39.578,1.7,25,99.385,1
userStrats.s523,#903,Jakab Martin,WinState.py,TRUE,40,258.901,±0.099,72.195,81.807,35.616,2.492,17,95.113,2
userStrats.s566,#904,Bèdram Ezzat,tft_pd.py,TRUE,40,258.866,±0.075,82.288,72.136,43.259,2.81293,34,134.105,3
userStrats.s694,#905,gaboversta or Andressing,04riskCalculator000994..py,TRUE,40,258.854,±0.195,83.882,76.387,41.11,3.96437,46,100.622,2
userStrats.s941,#906,slavniy_pupsik,slavniy_pupsik.py,TRUE,40,258.844,±0.057,83.922,73.688,41.177,5.8176,8,147.001,1
userStrats.s782,#907,HopperElec (hop rel ec),averageTitForTat.py,TRUE,40,258.748,±0.118,73.035,79.465,38.418,4.83946,10,181.942,3
userStrats.s503,#908,Jared,clumsyTrigger.py,TRUE,40,258.647,±0.200,81.14,74.304,36.528,2.23244,26,93.598,3
userStrats.s986,#909,0Shark,LyingSherlock.py,TRUE,40,258.584,±0.325,82.566,69.528,40.2,5.92339,168,103.082,1
userStrats.s778,#910,Magic fTail,custom.py,TRUE,40,258.574,±0.085,73.417,80.251,37.928,4.80425,31,105.813,3
userStrats.s1265,#911,d-k-bo,climbingPrisoner..py,TRUE,40,258.514,±0.084,83.795,75.82,41.115,6.80502,52,360.982,1
userStrats.s109,#912,Jason,Keldagrim.py,TRUE,40,258.497,±0.108,84.453,69.963,41.59,0.19667,24,95.644,3
userStrats.s1159,#913,L4Vo5,dumbNeutralizer.py,TRUE,40,258.429,±0.175,84.013,65.904,34.828,6.50015,457,175.083,2
userStrats.s821,#914,Derek,omegaPlus.py,TRUE,40,258.302,±0.146,87.38,65.847,41.555,5.05128,68,90.506,1
userStrats.s1026,#915,Maqo,forgetfulGrudge2.py,TRUE,40,258.301,±0.086,72.316,82.394,35.741,6.04223,23,106.972,2
userStrats.s137,#916,Max,elephant.py,TRUE,40,258.263,±0.081,72.309,82.402,35.739,0.28235,14,88.073,1
userStrats.s574,#917,allesman,1allesmansAddition.py,TRUE,40,258.213,±0.115,88.914,69.028,45.006,2.85811,22,92.983,3
userStrats.s691,#918,dev42,DoomOfFtfts.py,TRUE,40,258.187,±0.166,82.168,68.511,40.638,3.95454,34,100.126,0
userStrats.s1399,#919,fireguy187,strat.py,TRUE,40,258.077,±0.069,84.228,75.525,41.208,6.97311,10,90.863,2
userStrats.s220,#920,Damian,damoProbability.py,TRUE,40,258.068,±0.119,72.67,75.335,38.474,0.62223,17,119.744,1
userStrats.s113,#921,Spatbee,karma.py,TRUE,40,257.913,±0.103,70.545,80.316,36.778,0.1986,14,88.459,2
userStrats.s141,#922,JinchO,jinbobRequiem.py,TRUE,40,257.88,±0.079,89.347,69.076,45.049,0.29576,26,93.101,2
userStrats.s990,#923,ben9583,politeGrudge.py,TRUE,40,257.857,±0.070,89.428,69.032,45.059,5.9355,9,91.561,1
userStrats.s239,#924,v1337,v1337_no_mercy.py,TRUE,40,257.838,±0.069,89.434,69.03,45.061,0.67603,8,112.182,3
userStrats.s1145,#925,is_it_thursday,trust.py,TRUE,40,257.795,±0.063,89.447,69.011,45.068,6.45245,40,96.829,2
userStrats.s1599,#926,InevitableH,willFerrelsMegaMind.py,TRUE,40,257.795,±0.145,86.871,63.978,42.687,8.1606,62,95.079,1
userStrats.s114,#927,21ack,tit for taverage.py,TRUE,40,257.777,±0.105,75.701,76.362,40.963,0.20115,19,120.379,3
userStrats.s869,#928,Stefan,aa.py,TRUE,40,257.629,±0.125,93.118,90.312,25.734,5.43679,28,106.379,3
userStrats.s203,#929,Tekla,dumpy.py,TRUE,40,257.623,±0.100,77.35,74.494,41.877,0.58427,38,137.9,1
userStrats.s965,#930,João Thibes,scoreKeeper.py,TRUE,40,257.342,±0.093,77.262,75.061,41.818,5.87551,12,98.255,0
userStrats.s570,#931,addie,ratio2.py,TRUE,40,257.339,±0.097,77.217,75.082,41.809,2.83176,15,154.377,2
userStrats.s974,#932,nagygeri97,myStrategy.py,TRUE,40,257.327,±0.105,77.118,74.578,41.722,5.89728,20,93.635,0
userStrats.s459,#933,Willow,typical.py,TRUE,40,257.306,±0.098,76.11,76.262,41.074,1.91781,16,549.228,1
userStrats.s1343,#934,Dirion,Adapter.py,TRUE,40,257.301,±0.102,86.703,75.422,41.663,6.91204,13,97.59,0
userStrats.s480,#935,Kevin,42069.py,TRUE,40,257.3,±0.068,77.673,74.511,41.999,2.02326,29,113.673,2
userStrats.s1280,#936,NemoPearwall,maat'sFeather.py,TRUE,40,257.298,±0.105,77.206,75.079,41.815,6.82671,11,100.814,1
userStrats.s962,#937,Edipo,biasedJudge.py,TRUE,40,257.106,±0.103,78.095,74.244,42.286,5.8667,15,97.09,0
userStrats.s1266,#938,Razaziel,randomTrigger50_950.py,TRUE,40,257.096,±0.132,87.025,69.489,43.354,6.80652,22,93.422,2
userStrats.s355,#939,Ryzon,brilliantRatio.py,TRUE,40,257.092,±0.100,76.879,75.523,41.581,1.15387,20,114.153,1
userStrats.s1439,#940,redstone.steve199,forgetfull_grudger.py,TRUE,40,257.09,±0.166,89.165,68.979,44.965,6.99808,14,90.904,0
userStrats.s731,#941,Pony,PonyStrat.py,TRUE,40,257.038,±0.117,77.061,75.258,41.69,4.38674,24,117.383,0
userStrats.s797,#942,Bluesillybeard,OpposingPrediction.py,TRUE,40,257.033,±0.108,77.056,75.337,41.701,4.90954,30,92.534,2
userStrats.s390,#943,NMAC427,x_avg_tft.py,TRUE,40,257.016,±0.084,76.722,75.69,41.482,1.44632,19,92.193,1
userStrats.s356,#944,sanja2659,newbie.py,TRUE,40,256.989,±0.089,77.107,75.294,41.726,1.15744,15,113.37,2
userStrats.s49,#945,minecire,averageStratDBias015.py,TRUE,40,256.982,±0.095,77.097,75.319,41.702,0.09089,8,92.411,0
userStrats.s347,#946,JacobB,meanTitForTat.py,TRUE,40,256.977,±0.110,77.12,75.314,41.717,1.09403,10,155.775,1
userStrats.s1434,#947,Oxel40,lazy_grudger.py,TRUE,40,256.905,±0.082,90.022,68.036,45.411,6.99411,13,92.951,1
userStrats.s238,#948,DigitalDuck,veryEasilyJaded.py,TRUE,40,256.889,±0.155,89.993,68.1,45.325,0.67105,20,112.213,2
userStrats.s182,#949,Machinething,machineThing.py,TRUE,40,256.861,±0.092,78.639,73.072,42.51,0.49564,16,86.192,3
userStrats.s1138,#950,Nathaniel Strub,trustThreshold.py,TRUE,40,256.808,±0.091,76.495,75.98,41.27,6.43123,10,122.639,1
userStrats.s637,#951,"Lars is my name, which you are free use, or ""haselkern"" for klout.",the_historian.py,TRUE,40,256.806,±0.105,76.752,74.807,41.44,3.60525,30,122.452,3
userStrats.s571,#952,Nathan,AverageCooperation.py,TRUE,40,256.792,±0.104,76.493,75.968,41.284,2.83383,24,108.778,1
userStrats.s282,#953,kray2410,dachi.py,TRUE,40,256.771,±0.074,77.795,75.007,41.274,0.84072,19,103.168,3
userStrats.s724,#954,bravech,grim_cc.py,TRUE,40,256.737,±0.093,90.65,67.998,45.413,4.2642,18,87.638,1
userStrats.s1286,#955,Noah,weightedRollingMean.py,TRUE,40,256.488,±0.102,94.761,88.957,29.315,6.83293,33,132.285,3
userStrats.s266,#956,NicolasFlamel42,amalgamation.py,TRUE,40,256.294,±0.198,68.742,74.358,26.545,0.77395,32,103.634,0
userStrats.s1413,#957,El,magicalmysticaladventure.py,TRUE,40,256.189,±0.148,77.144,75.099,34.94,6.9811,248,95.835,0
userStrats.s1091,#958,Blue,(CAUTION!) Fragile Friendship.py,TRUE,40,256.132,±0.130,82.892,74.896,39.841,6.24609,48,101.341,3
userStrats.s740,#959,Ironie,trustingAndMischevious.py,TRUE,40,256.097,±0.253,74.159,60.598,31.389,4.50956,47,112.206,2
userStrats.s494,#960,nicholas,percent26.py,TRUE,40,256.089,±0.092,79.348,73.439,42.799,2.14904,11,93.531,1
userStrats.s1162,#961,Fugi,myMasterPlan.py,TRUE,40,256.085,±0.078,90.638,75.111,41.737,6.51184,40,138.418,2
userStrats.s252,#962,carrot,evil_titForTat.py,TRUE,40,256.035,±0.152,59.855,57.982,16.759,0.736,17,92.855,2
userStrats.s151,#963,Cypher (Cypher Tault),metaDetective..py,TRUE,40,255.983,±0.107,79.318,73.471,42.776,0.36047,70,157.171,3
userStrats.s86,#964,SeaXine (It's pronounced like C Sign),seaxine.py,TRUE,40,255.834,±0.083,89.444,70.131,44.892,0.16461,15,111.472,1
userStrats.s681,#965,Wasabi / Wasabi Thumbs,predictive.py,TRUE,40,255.753,±0.383,71.462,71.669,38.922,3.91065,67,279.37,0
userStrats.s81,#966,RP0,sumdiff_average_with_conceding.py,TRUE,40,255.233,±0.105,96.968,83.983,28.378,0.16034,20,406.44,0
userStrats.s871,#967,alhobj,alhobj.py,TRUE,40,255.174,±0.101,79.447,73.399,42.898,5.44576,32,90.825,1
userStrats.s300,#968,KonkyDong,red.py,TRUE,40,254.903,±0.074,90.897,67.872,45.627,0.88578,10,103.471,0
userStrats.s255,#969,PauMB,ezBot.py,TRUE,40,254.9,±0.089,90.867,67.883,45.621,0.74038,11,93.74,3
userStrats.s1013,#970,lcgreiser,binaryBlackBox.py,TRUE,40,254.9,±0.093,90.884,67.887,45.619,5.99038,13,105.149,0
userStrats.s996,#971,Fingon,Junco.py,TRUE,40,254.897,±0.100,90.91,67.857,45.626,5.95218,13,96.488,3
userStrats.s977,#972,Bea,angry.py,TRUE,40,254.887,±0.079,90.825,67.905,45.611,5.90463,13,90.982,3
userStrats.s978,#973,Eddie Avril,Eddie.py,TRUE,40,254.854,±0.069,90.829,67.874,45.612,5.90677,13,94.019,2
userStrats.s984,#974,Rosa,Rosa.py,TRUE,40,254.854,±0.091,90.896,67.866,45.622,5.92235,13,95.137,2
exampleStrats.grimTrigger,#975,None,grimTrigger,TRUE,40,254.841,±0.079,90.924,67.862,45.622,0,20,0,-1
userStrats.s1018,#976,rodycat,00forgivingTrigger.py,TRUE,40,254.788,±0.086,90.944,67.834,45.639,5.9965,39,101.45,0
userStrats.s1312,#977,Max,fa.py,TRUE,40,254.692,±0.111,93.395,58.747,41.393,6.87374,351,124.873,1
userStrats.s554,#978,hmmmmniek,AAAAAAAAAAAA.py,TRUE,40,254.604,±0.146,87.528,72.382,36.5,2.76157,107,93.472,0
userStrats.s1375,#979,JaCrispy,simply73.py,TRUE,40,254.557,±0.106,80.582,72.512,43.352,6.94199,9,127.42,2
userStrats.s1324,#980,Ryoma,simply71.py,TRUE,40,254.481,±0.096,80.146,72.828,43.171,6.88668,9,127.275,1
userStrats.s1079,#981,aapedro,i_hope_i_win.py,TRUE,40,254.476,±0.168,86.088,70.183,41.182,6.21057,106,96.377,3
userStrats.s557,#982,yit,ratio3.py,TRUE,40,254.285,±0.112,80.97,72.32,43.484,2.77465,15,152.966,0
userStrats.s452,#983,AustrianCrow,ac_karma_exploitation.py,TRUE,40,254.246,±0.110,76.49,71.977,37.867,1.87941,16,126.467,2
userStrats.s512,#984,BZW77,defectPercentage.py,TRUE,40,253.605,±0.117,84.971,70.199,44.512,2.38471,17,129.358,3
userStrats.s1595,#985,kevxtroy,istrolid.py,TRUE,40,253.382,±0.156,91.234,65.262,43.049,8.03451,82,94.794,2
userStrats.s852,#986,mcluck3,LoserStrategy.py,TRUE,40,253.353,±0.133,82.658,67.796,41.232,5.28426,92,95.546,1
userStrats.s276,#987,LoudEcho,fgtTen.py,TRUE,40,252.734,±0.088,84.326,69.871,44.399,0.81213,15,90.352,0
userStrats.s224,#988,BoostCookie,titForTat25.py,TRUE,40,252.452,±0.083,85.916,69.162,44.754,0.63251,6,102.436,1
userStrats.s1305,#989,Robotic-Brain,simpleHeuristics.py,TRUE,40,252.014,±0.161,92.553,61.332,45.293,6.86525,40,96.147,0
userStrats.s1367,#990,Saska,strategicTitForTat.py,TRUE,40,251.882,±0.107,84.715,68.232,38.57,6.93772,23,108.399,0
userStrats.s1552,#991,"flame is my online name, but you've got the email address already so I guess you know my name's David",detectiveTitForTat.py,TRUE,40,251.843,±0.142,80.632,73.216,37.232,7.31277,67,99.198,0
userStrats.s1407,#992,Ratcoder,sneaky.py,TRUE,40,251.633,±0.244,90.627,68.877,36.37,6.97825,55,96.707,1
userStrats.s1118,#993,hyperstone9,manipulator.py,TRUE,40,251.522,±0.155,92.979,72.225,41.289,6.35125,38,311.623,3
userStrats.s340,#994,PeopleOfPalay but Marc is fine :),bigBrainTime.py,TRUE,40,251.32,±0.129,88.105,57.188,34.883,1.05641,242,266.327,2
userStrats.s374,#995,Evan,titForRecentTrend.py,TRUE,40,251.149,±0.089,99.657,99.719,0.537,1.28944,13,96.097,3
userStrats.s845,#996,milo,averager II.py,TRUE,40,250.761,±0.135,82.687,70.068,43.374,5.23666,29,158.25,0
userStrats.s397,#997,Inertia,diogenes.py,TRUE,40,250.671,±0.166,90.778,69,43.211,1.52801,98,114.615,2
userStrats.s1613,#998,Blue,Planner.py,TRUE,40,250.219,±0.102,74.317,72.35,37.396,9.02622,48,103.303,1
userStrats.s714,#999,Dragyn0,aggressiveFtft.py,TRUE,40,250.206,±0.113,82.575,72.386,38.222,4.16836,25,96.278,1
userStrats.s118,#1000,Cayman,caymans_algo.py,TRUE,40,249.968,±0.232,65.414,71.156,30.272,0.20814,44,94.687,2
userStrats.s481,#1001,Crazykid080,ck080stratv1.py,TRUE,40,249.684,±0.145,97.978,91.176,25.514,2.02713,71,92.631,1
userStrats.s777,#1002,Reep,longerDetective.py,TRUE,40,249.496,±0.103,79.014,69.176,39.511,4.80219,25,96.85,2
userStrats.s177,#1003,Toby,__customDetective.py,TRUE,40,249.472,±0.139,79.078,69.164,39.519,0.47714,65,89.046,0
userStrats.s754,#1004,Isaac Clayton,pris.py,TRUE,40,249.27,±0.290,86.862,59.413,31.651,4.65047,547,357.081,2
userStrats.s1533,#1005,William,meta2.py,TRUE,40,249.258,±0.122,83.358,69.886,42.845,7.13814,48,105.537,2
userStrats.s1146,#1006,Jar,JarPD.py,TRUE,40,249.155,±0.307,83.147,63.55,32.646,6.45985,91,115.523,0
userStrats.s530,#1007,AJ from appricot,LastJ4.py,TRUE,40,249.044,±0.136,76.169,64.74,36.317,2.55848,10,122.082,1
userStrats.s194,#1008,BigHorse420,Tit4TatWithMemory.py,TRUE,40,248.885,±0.127,75.74,72.345,38.334,0.53389,12,90.814,0
userStrats.s1590,#1009,Ottsco,a_ultimate-learning-joss-double-fixed.py,TRUE,40,248.608,±0.270,82.232,61.436,29.522,8.01544,186,111.664,2
userStrats.s895,#1010,Epicarious,stardewBot.py,TRUE,40,248.432,±0.136,83.321,72.264,37.831,5.64917,35,93.698,0
userStrats.s1389,#1011,BenMan95,myStrategy.py,TRUE,40,247.704,±0.286,93.161,64.29,41.64,6.95931,48,101.898,0
userStrats.s887,#1012,Oli,wishmeluck.py,TRUE,40,247.577,±0.142,78.273,61.612,36.323,5.59749,34,101.515,1
userStrats.s1356,#1013,DwarvenCoder,exploiter.py,TRUE,40,247.447,±0.140,87.484,65.181,43.89,6.93067,100,95.75,0
userStrats.s95,#1014,Wecoc,worstEver.py,TRUE,40,247.153,±0.099,96.534,77.071,40.304,0.17824,30,91.436,1
userStrats.s515,#1015,Logiphile,detectiveGrudgeXpltr.py,TRUE,40,247.114,±0.145,94.063,57.681,42.069,2.41777,96,97.395,1
userStrats.s653,#1016,C0DERP1GLET,TrueDetective.py,TRUE,40,247.087,±0.118,96.281,59.22,46.106,3.74654,114,175.293,2
userStrats.s1115,#1017,Thelizerd24,Mana.py,TRUE,40,247.041,±0.150,77.84,71.476,40.649,6.34684,15,93.706,-1
userStrats.s700,#1018,Jai,myStrat.py,TRUE,40,247.035,±0.168,94.142,61.878,46.183,4.02131,41,97.748,2
userStrats.s1097,#1019,Astronavigator,moriarty.py,TRUE,40,246.972,±0.170,90.13,62.732,45.079,6.27314,52,90.172,3
userStrats.s1039,#1020,Kauê,kaue.py,TRUE,40,246.555,±0.388,99.57,98.028,2.107,6.08446,52,98.461,1
userStrats.s973,#1021,Niki1A,smartDetective.py,TRUE,40,246.146,±0.163,95.368,61.519,44.22,5.89351,110,96.928,3
userStrats.s329,#1022,THJSmith,t_custom.py,TRUE,40,245.456,±0.112,82.231,67.57,40.545,0.99304,24,102.177,0
userStrats.s204,#1023,Zsemle,PokeAndSorry.py,TRUE,40,245.339,±0.152,84.373,65.694,41.442,0.58513,48,92.27,0
userStrats.s406,#1024,Jack,jack.py,TRUE,40,245.049,±0.190,100.989,57.94,43.484,1.64749,96,122.135,1
userStrats.s535,#1025,LuciferLuther,BigBiranDetective.py,TRUE,40,244.76,±0.139,83.449,66.694,41.174,2.57914,23,99.673,-1
userStrats.s1034,#1026,kirinokirino,detective2.py,TRUE,40,244.744,±0.142,83.521,66.674,41.216,6.0624,33,88.694,1
userStrats.s1224,#1027,luminescent,atft.py,TRUE,40,244.691,±0.144,83.572,65.793,40.299,6.7281,11,100.679,1
userStrats.s1056,#1028,Jacobmpp,AAJacob1.py,TRUE,40,244.514,±0.172,84.565,69.171,40.418,6.1219,32,470.373,0
userStrats.s159,#1029,DeclanH,advancedDetectiveDex.py,TRUE,40,244.412,±0.150,85.67,71.134,39.66,0.39913,72,122.495,3
userStrats.s726,#1030,Lasermancer,Handsome programmer is looking for a smart and pretty girl to date call me 248 434 5508.py,TRUE,40,244.256,±0.154,95.827,50.976,39.357,4.26723,414,164.162,2
userStrats.s335,#1031,EnGulSax,peopleNeverChange.py,TRUE,40,243.691,±0.138,79.724,73.604,41.032,1.01279,14,116.313,2
userStrats.s624,#1032,Not-a-Number,Not_a_Number.py,TRUE,40,243.689,±0.170,95.404,62.139,45.879,3.50498,38,98.155,1
userStrats.s1594,#1033,Demian,5rb0WfGD0s.py,TRUE,40,243.687,±0.146,91.145,61.231,38.872,8.03272,64,93.484,1
userStrats.s1477,#1034,sunfl0w,metaStrategy.py,TRUE,40,242.618,±0.221,98.053,71.623,31.314,7.01456,54,98.874,0
